audit_id,sample_id,sample_type,split,source,valid_bin,valid_ratio,change_ratio,A_path,B_path,label_path,annotator_1_quality,annotator_2_quality,final_quality,error_type,notes
GFC10K-AUDIT-0376,000723,negative,train,gfc_2018_2020_borneo_02,>=0.40,0.646301,0.000543,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000723.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000723.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000723.png,,,,,
GFC10K-AUDIT-0377,005861,negative,train,gfc_2018_2020_expansion_se_asia_borneo_03,0.05-0.10,0.095032,0.009955,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005861.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005861.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005861.png,,,,,
GFC10K-AUDIT-0378,006623,negative,train,gfc_2018_2020_borneo_02,0.10-0.20,0.119507,0.009193,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006623.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006623.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006623.png,,,,,
GFC10K-AUDIT-0379,009052,negative,train,gfc_2018_2020_expansion_boreal_canada_01,>=0.40,0.424515,0.026095,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009052.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009052.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009052.png,,,,,
GFC10K-AUDIT-0380,006195,negative,val,gfc_2018_2020_expansion_amazon_bolivia_01,>=0.40,0.461792,0.005518,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006195.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006195.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006195.png,,,,,
GFC10K-AUDIT-0381,003655,negative,train,gfc_2018_2020_borneo_02,0.20-0.40,0.237061,0.004119,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/003655.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/003655.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/003655.png,,,,,
GFC10K-AUDIT-0382,000913,negative,train,gfc_2018_2020_expansion_boreal_siberia_01,0.10-0.20,0.137695,0.000000,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000913.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000913.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000913.png,,,,,
GFC10K-AUDIT-0383,007823,negative,val,gfc_2018_2020_expansion_boreal_canada_01,0.05-0.10,0.058777,0.000000,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007823.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007823.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007823.png,,,,,
GFC10K-AUDIT-0384,005473,negative,test,gfc_2018_2020_expansion_temperate_china_01,0.05-0.10,0.060120,0.016497,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005473.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005473.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005473.png,,,,,
GFC10K-AUDIT-0385,006977,negative,test,gfc_2018_2020_expansion_se_asia_borneo_03,0.10-0.20,0.122955,0.013775,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006977.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006977.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006977.png,,,,,
GFC10K-AUDIT-0386,004884,negative,train,gfc_2018_2020_expansion_amazon_bolivia_01,0.05-0.10,0.050232,0.000000,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004884.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004884.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004884.png,,,,,
GFC10K-AUDIT-0387,008340,negative,test,gfc_2018_2020_amazon_02,0.05-0.10,0.077744,0.028852,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008340.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008340.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008340.png,,,,,
GFC10K-AUDIT-0388,007851,negative,test,gfc_2018_2020_expansion_boreal_siberia_01,0.20-0.40,0.215424,0.023729,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007851.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007851.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007851.png,,,,,
GFC10K-AUDIT-0389,006150,negative,train,gfc_2018_2020_expansion_boreal_canada_01,0.10-0.20,0.108704,0.000000,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006150.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006150.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006150.png,,,,,
GFC10K-AUDIT-0390,009818,negative,train,gfc_2018_2020_expansion_se_asia_sumatra_02,0.10-0.20,0.189026,0.016871,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009818.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009818.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009818.png,,,,,
GFC10K-AUDIT-0391,006448,negative,train,gfc_2018_2020_expansion_amazon_guiana_01,0.05-0.10,0.084763,0.000000,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006448.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006448.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006448.png,,,,,
GFC10K-AUDIT-0392,004787,negative,train,gfc_2018_2020_amazon_01,>=0.40,0.490067,0.024566,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004787.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004787.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004787.png,,,,,
GFC10K-AUDIT-0393,005204,negative,test,gfc_2018_2020_expansion_central_america_01,0.05-0.10,0.050247,0.001215,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005204.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005204.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005204.png,,,,,
GFC10K-AUDIT-0394,004625,negative,train,gfc_2018_2020_expansion_mexico_yucatan_01,0.05-0.10,0.086594,0.005991,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004625.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004625.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004625.png,,,,,
GFC10K-AUDIT-0395,000533,negative,test,gfc_2018_2020_expansion_boreal_siberia_01,0.10-0.20,0.101791,0.000000,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000533.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000533.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000533.png,,,,,
GFC10K-AUDIT-0396,004721,negative,val,gfc_2018_2020_expansion_temperate_china_01,0.05-0.10,0.053864,0.009065,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004721.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004721.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004721.png,,,,,
GFC10K-AUDIT-0397,007912,negative,train,gfc_2018_2020_expansion_se_asia_sumatra_02,0.20-0.40,0.330307,0.015060,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007912.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007912.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007912.png,,,,,
GFC10K-AUDIT-0398,006108,negative,test,gfc_2018_2020_expansion_boreal_canada_01,0.10-0.20,0.118774,0.002312,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006108.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006108.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006108.png,,,,,
GFC10K-AUDIT-0399,002612,negative,test,gfc_2018_2020_expansion_amazon_bolivia_01,0.05-0.10,0.063660,0.025407,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/002612.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/002612.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/002612.png,,,,,
GFC10K-AUDIT-0400,007095,negative,test,gfc_2018_2020_expansion_amazon_guiana_01,0.20-0.40,0.201996,0.007630,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007095.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007095.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007095.png,,,,,
GFC10K-AUDIT-0401,001351,negative,train,gfc_2018_2020_expansion_amazon_guiana_01,0.20-0.40,0.246216,0.000496,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/001351.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/001351.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/001351.png,,,,,
GFC10K-AUDIT-0402,005516,negative,test,gfc_2018_2020_expansion_amazon_bolivia_01,0.10-0.20,0.126785,0.000361,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005516.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005516.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005516.png,,,,,
GFC10K-AUDIT-0403,006449,negative,train,gfc_2018_2020_expansion_amazon_bolivia_01,0.10-0.20,0.126495,0.000241,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006449.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006449.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006449.png,,,,,
GFC10K-AUDIT-0404,002235,negative,val,gfc_2018_2020_expansion_boreal_canada_01,0.10-0.20,0.183670,0.000166,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/002235.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/002235.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/002235.png,,,,,
GFC10K-AUDIT-0405,002804,negative,val,gfc_2018_2020_expansion_boreal_siberia_01,0.05-0.10,0.059097,0.000000,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/002804.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/002804.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/002804.png,,,,,
GFC10K-AUDIT-0406,003366,negative,train,gfc_2018_2020_amazon_01,0.10-0.20,0.116882,0.006136,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/003366.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/003366.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/003366.png,,,,,
GFC10K-AUDIT-0407,000410,negative,val,gfc_2018_2020_expansion_amazon_bolivia_01,0.20-0.40,0.372498,0.006841,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000410.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000410.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000410.png,,,,,
GFC10K-AUDIT-0408,004236,negative,train,gfc_2018_2020_expansion_boreal_canada_01,0.20-0.40,0.213531,0.014506,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004236.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004236.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004236.png,,,,,
GFC10K-AUDIT-0409,005280,negative,train,gfc_2018_2020_expansion_andes_cloudforest_01,0.05-0.10,0.075195,0.002841,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005280.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005280.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005280.png,,,,,
GFC10K-AUDIT-0410,007655,negative,val,gfc_2018_2020_borneo_01,0.05-0.10,0.052658,0.000000,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007655.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007655.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007655.png,,,,,
GFC10K-AUDIT-0411,004094,negative,test,gfc_2018_2020_expansion_amazon_guiana_01,0.05-0.10,0.063110,0.001692,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004094.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004094.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004094.png,,,,,
GFC10K-AUDIT-0412,004264,negative,train,gfc_2018_2020_expansion_amazon_colombia_01,0.10-0.20,0.101807,0.001049,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004264.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004264.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004264.png,,,,,
GFC10K-AUDIT-0413,005729,negative,val,gfc_2018_2020_expansion_amazon_bolivia_01,0.10-0.20,0.122574,0.000000,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005729.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005729.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005729.png,,,,,
GFC10K-AUDIT-0414,000353,negative,val,gfc_2018_2020_amazon_01,0.10-0.20,0.108444,0.019980,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000353.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000353.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000353.png,,,,,
GFC10K-AUDIT-0415,009890,negative,train,gfc_2018_2020_amazon_01,0.20-0.40,0.235886,0.021153,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009890.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009890.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009890.png,,,,,
GFC10K-AUDIT-0416,007509,negative,train,gfc_2018_2020_expansion_central_america_01,0.05-0.10,0.058929,0.026929,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007509.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007509.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007509.png,,,,,
GFC10K-AUDIT-0417,005940,negative,train,gfc_2018_2020_expansion_se_asia_myanmar_01,0.05-0.10,0.053116,0.000000,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005940.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005940.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005940.png,,,,,
GFC10K-AUDIT-0418,002590,negative,val,gfc_2018_2020_amazon_02,0.05-0.10,0.073303,0.014155,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/002590.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/002590.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/002590.png,,,,,
GFC10K-AUDIT-0419,004885,negative,val,gfc_2018_2020_expansion_boreal_siberia_01,0.10-0.20,0.111038,0.000000,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004885.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004885.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004885.png,,,,,
GFC10K-AUDIT-0420,005407,negative,train,gfc_2018_2020_expansion_amazon_bolivia_01,>=0.40,0.485580,0.000094,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/005407.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/005407.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/005407.png,,,,,
GFC10K-AUDIT-0421,003140,negative,train,gfc_2018_2020_expansion_amazon_guiana_01,0.10-0.20,0.108948,0.018768,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/003140.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/003140.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/003140.png,,,,,
GFC10K-AUDIT-0422,006704,negative,test,gfc_2018_2020_expansion_andes_cloudforest_01,0.10-0.20,0.127075,0.014049,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006704.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006704.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006704.png,,,,,
GFC10K-AUDIT-0423,009099,negative,test,gfc_2018_2020_borneo_02,0.05-0.10,0.095230,0.007050,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009099.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009099.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009099.png,,,,,
GFC10K-AUDIT-0424,001225,negative,train,gfc_2018_2020_expansion_se_asia_borneo_03,>=0.40,0.405212,0.003163,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/001225.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/001225.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/001225.png,,,,,
GFC10K-AUDIT-0425,000426,negative,train,gfc_2018_2020_expansion_central_america_01,0.20-0.40,0.332809,0.026867,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000426.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000426.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000426.png,,,,,
GFC10K-AUDIT-0426,007403,negative,val,gfc_2018_2020_borneo_02,0.20-0.40,0.356644,0.001711,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007403.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007403.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007403.png,,,,,
GFC10K-AUDIT-0427,008867,negative,test,gfc_2018_2020_borneo_02,0.10-0.20,0.106735,0.029307,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008867.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008867.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008867.png,,,,,
GFC10K-AUDIT-0428,004709,negative,train,gfc_2018_2020_amazon_02,0.20-0.40,0.374542,0.005785,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004709.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004709.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004709.png,,,,,
GFC10K-AUDIT-0429,008389,negative,val,gfc_2018_2020_borneo_02,>=0.40,0.785629,0.012430,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/008389.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/008389.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/008389.png,,,,,
GFC10K-AUDIT-0430,009107,negative,test,gfc_2018_2020_expansion_mexico_yucatan_01,0.05-0.10,0.051849,0.016480,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/009107.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/009107.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/009107.png,,,,,
GFC10K-AUDIT-0431,000656,negative,train,gfc_2018_2020_expansion_se_asia_sumatra_02,>=0.40,0.442444,0.029349,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/000656.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/000656.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/000656.png,,,,,
GFC10K-AUDIT-0432,003693,negative,val,gfc_2018_2020_amazon_02,0.20-0.40,0.214508,0.002703,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/003693.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/003693.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/003693.png,,,,,
GFC10K-AUDIT-0433,001085,negative,train,gfc_2018_2020_expansion_se_asia_borneo_03,0.10-0.20,0.128479,0.006651,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/001085.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/001085.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/001085.png,,,,,
GFC10K-AUDIT-0434,004304,negative,test,gfc_2018_2020_expansion_boreal_canada_01,0.05-0.10,0.096191,0.000635,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/004304.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/004304.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/004304.png,,,,,
GFC10K-AUDIT-0435,002455,negative,test,gfc_2018_2020_amazon_02,0.10-0.20,0.195145,0.025491,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/002455.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/002455.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/002455.png,,,,,
GFC10K-AUDIT-0436,007930,negative,train,gfc_2018_2020_expansion_amazon_colombia_01,0.05-0.10,0.053055,0.000000,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/007930.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/007930.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/007930.png,,,,,
GFC10K-AUDIT-0437,006001,negative,test,gfc_2018_2020_expansion_mexico_yucatan_01,0.10-0.20,0.143890,0.022906,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/A/006001.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/B/006001.png,/Users/zhoujinghe/Documents/Codex/2026-04-30/new-chat/GFC_Forest_256_10k/label/006001.png,,,,,
